Hospital Name,City,State,ZIP Code,County Name,Phone Number
CITIZENS MEDICAL CENTER,COLBY,KS,67701,THOMAS,7854627511
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,WA KEENEY,KS,67672,TREGO,7857432182
HANOVER HOSPITAL,HANOVER,KS,66945,WASHINGTON,7853372214
WASHINGTON COUNTY HOSPITAL,WASHINGTON,KS,66968,WASHINGTON,7853252211
WICHITA COUNTY HEALTH CENTER,LEOTI,KS,67861,WICHITA,6203752233
FREDONIA REGIONAL HOSPITAL,FREDONIA,KS,66736,WILSON,6203782121
WILSON MEDICAL CENTER,NEODESHA,KS,66757,WILSON,6203258369
PROVIDENCE MEDICAL CENTER,KANSAS CITY,KS,66112,WYANDOTTE,9135964000
UNIVERSITY OF KANSAS HOSPITAL,KANSAS CITY,KS,66103,WYANDOTTE,9135887332
T J HEALTH COLUMBIA,COLUMBIA,KY,42728,ADAIR,2703844753
THE MEDICAL CENTER AT SCOTTSVILLE,SCOTTSVILLE,KY,42164,ALLEN,2706222800
T J SAMSON COMMUNITY HOSPITAL,GLASGOW,KY,42141,BARREN,2706514159
MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,MIDDLESBORO,KY,40965,BELL,6062421100
PINEVILLE COMMUNITY HOSPITAL,PINEVILLE,KY,40977,BELL,6063373051
ST ELIZABETH FLORENCE,FLORENCE,KY,41042,BOONE,8592125220
BOURBON COMMUNITY HOSPITAL,PARIS,KY,40361,BOURBON,8599873600
KING'S DAUGHTERS' MEDICAL CENTER,ASHLAND,KY,41101,BOYD,6064084401
OUR LADY OF BELLEFONTE HOSPITAL,ASHLAND,KY,41101,BOYD,6068333600
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,DANVILLE,KY,40422,BOYLE,8592392409
KENTUCKY RIVER MEDICAL CENTER,JACKSON,KY,41339,BREATHITT,6066666000
BRECKINRIDGE MEMORIAL HOSPITAL,HARDINSBURG,KY,40143,BRECKINRIDGE,2707567000
CALDWELL MEDICAL CENTER,PRINCETON,KY,42445,CALDWELL,2703650300
MURRAY-CALLOWAY COUNTY HOSPITAL,MURRAY,KY,42071,CALLOWAY,2707621100
ST ELIZABETH FT THOMAS,FORT THOMAS,KY,41075,CAMPBELL,8595723100
CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,KY,41008,CARROLL,5027324321
CASEY COUNTY HOSPITAL,LIBERTY,KY,42539,CASEY,6067876275
JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,KY,42240,CHRISTIAN,2708870100
CLARK REGIONAL MEDICAL CENTER,WINCHESTER,KY,40391,CLARK,8597378559
MEMORIAL HOSPITAL,MANCHESTER,KY,40962,CLAY,6065985104
THE MEDICAL CENTER AT ALBANY,ALBANY,KY,42602,CLINTON,6063876421
CRITTENDEN HEALTH SYSTEM,MARION,KY,42064,CRITTENDEN,2709655281
CUMBERLAND COUNTY HOSPITAL,BURKESVILLE,KY,42717,CUMBERLAND,2708642511
OWENSBORO HEALTH REGIONAL HOSPITAL,OWENSBORO,KY,42303,DAVIESS,2704172000
MARCUM & WALLACE MEMORIAL HOSPITAL,IRVINE,KY,40336,ESTILL,6067232115
BAPTIST HEALTH LEXINGTON,LEXINGTON,KY,40503,FAYETTE,8592606104
SAINT JOSEPH EAST,LEXINGTON,KY,40509,FAYETTE,8599675000
SAINT JOSEPH HOSPITAL,LEXINGTON,KY,40504,FAYETTE,8593131000
UNIVERSITY OF KENTUCKY HOSPITAL,LEXINGTON,KY,40536,FAYETTE,8592572278
FLEMING COUNTY HOSPITAL,FLEMINGSBURG,KY,41041,FLEMING,6068492351
HIGHLANDS REGIONAL MEDICAL CENTER,PRESTONSBURG,KY,41653,FLOYD,6068868511
MCDOWELL ARH HOSPITAL,MC DOWELL,KY,41647,FLOYD,6063773400
SAINT JOSEPH MARTIN,MARTIN,KY,41649,FLOYD,6062856401
FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,40601,FRANKLIN,5028755240
ST ELIZABETH GRANT,WILLIAMSTOWN,KY,41097,GRANT,8598248240
JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,KY,42066,GRAVES,2702514585
TWIN LAKES REGIONAL MEDICAL CENTER,LEITCHFIELD,KY,42754,GRAYSON,2702599400
JANE TODD CRAWFORD HOSPITAL,GREENSBURG,KY,42743,GREEN,2709324211
HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY,42701,HARDIN,2707371212
HARLAN ARH HOSPITAL,HARLAN,KY,40831,HARLAN,6065738100
HARRISON MEMORIAL HOSPITAL,CYNTHIANA,KY,41031,HARRISON,8592342300
THE MEDICAL CENTER AT CAVERNA,HORSE CAVE,KY,42749,HART,2707862191
METHODIST HOSPITAL,HENDERSON,KY,42420,HENDERSON,2708277700
BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,42431,HOPKINS,2708255100
BAPTIST HEALTH LOUISVILLE,LOUISVILLE,KY,40207,JEFFERSON,5028978100
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,LOUISVILLE,KY,40202,JEFFERSON,5025874011
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,LOUISVILLE,KY,40202,JEFFERSON,5026298000
UNIVERSITY OF LOUISVILLE HOSPITAL,LOUISVILLE,KY,40202,JEFFERSON,5025623000
PAUL B HALL REGIONAL MEDICAL CENTER,PAINTSVILLE,KY,41240,JOHNSON,6067893511
ST ELIZABETH MEDICAL CENTER NORTH,EDGEWOOD,KY,41017,KENTON,8593012000
BAPTIST HEALTH CORBIN,CORBIN,KY,40701,KNOX,6065281212
BARBOURVILLE ARH HOSPITAL,BARBOURVILLE,KY,40906,KNOX,6065464175
SAINT JOSEPH LONDON,LONDON,KY,40741,LAUREL,6063306000
THREE RIVERS MEDICAL CENTER,LOUISA,KY,41230,LAWRENCE,6066389451
MARY BRECKINRIDGE ARH HOSPITAL,HYDEN,KY,41749,LESLIE,6066722901
WHITESBURG ARH HOSPITAL,WHITESBURG,KY,41858,LETCHER,6066333500
EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,STANFORD,KY,40484,LINCOLN,6063654788
"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",SALEM,KY,42078,LIVINGSTON,2709882299
LOGAN MEMORIAL HOSPITAL,RUSSELLVILLE,KY,42276,LOGAN,2707264011
BAPTIST HEALTH RICHMOND,RICHMOND,KY,40475,MADISON,8596233131
SAINT JOSEPH BEREA,BEREA,KY,40403,MADISON,8599866500
SPRING VIEW HOSPITAL,LEBANON,KY,40033,MARION,2706925145
MARSHALL COUNTY HOSPITAL,BENTON,KY,42025,MARSHALL,2705274800
MEADOWVIEW REGIONAL MEDICAL CENTER,MAYSVILLE,KY,41056,MASON,6067595311
BAPTIST HEALTH PADUCAH,PADUCAH,KY,42003,MCCRACKEN,2705752100
LOURDES HOSPITAL,PADUCAH,KY,42003,MCCRACKEN,2704442444
THE JAMES B HAGGIN MEMORIAL HOSPITAL,HARRODSBURG,KY,40330,MERCER,8597345441
MONROE COUNTY MEDICAL CENTER,TOMPKINSVILLE,KY,42167,MONROE,2704879231
SAINT JOSEPH MOUNT STERLING,MOUNT STERLING,KY,40353,MONTGOMERY,8594975018
MORGAN COUNTY ARH HOSPITAL,WEST LIBERTY,KY,41472,MORGAN,6067433186
OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,GREENVILLE,KY,42345,MUHLENBERG,2703388000
FLAGET MEMORIAL HOSPITAL,BARDSTOWN,KY,40004,NELSON,5023505000
OHIO COUNTY HOSPITAL,HARTFORD,KY,42347,OHIO,2702987411
BAPTIST HEALTH LA GRANGE,LA GRANGE,KY,40031,OLDHAM,5022225388
ST ELIZABETH OWEN,OWENTON,KY,40359,OWEN,5024844656
HAZARD ARH REGIONAL MEDICAL CENTER,HAZARD,KY,41701,PERRY,6064396600
PIKEVILLE MEDICAL CENTER,PIKEVILLE,KY,41501,PIKE,6062183500
TUG VALLEY ARH REGIONAL MEDICAL CENTER,SOUTH WILLIAMSON,KY,41503,PIKE,6062371700
LAKE CUMBERLAND REGIONAL HOSPITAL,SOMERSET,KY,42503,PULASKI,6066797441
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,MOUNT VERNON,KY,40456,ROCKCASTLE,6062562195
ST CLAIRE REGIONAL MEDICAL CENTER,MOREHEAD,KY,40351,ROWAN,6067836502
RUSSELL COUNTY HOSPITAL,RUSSELL SPRINGS,KY,42642,RUSSELL,2708664141
GEORGETOWN COMMUNITY HOSPITAL,GEORGETOWN,KY,40324,SCOTT,5028681100
JEWISH HOSPITAL - SHELBYVILLE,SHELBYVILLE,KY,40065,SHELBY,5026474300
THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,KY,42135,SIMPSON,2705984800
TAYLOR REGIONAL HOSPITAL,CAMPBELLSVILLE,KY,42718,TAYLOR,2704653561
TRIGG COUNTY HOSPITAL,CADIZ,KY,42211,TRIGG,2705223215
METHODIST HOSPITAL UNION COUNTY,MORGANFIELD,KY,42437,UNION,2703895000
GREENVIEW REGIONAL HOSPITAL,BOWLING GREEN,KY,42104,WARREN,2707931000
THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,KY,42101,WARREN,2707451000
WAYNE COUNTY HOSPITAL,MONTICELLO,KY,42633,WAYNE,6063489343
BLUEGRASS COMMUNITY HOSPITAL,VERSAILLES,KY,40383,WOODFORD,8598792300
ACADIA GENERAL HOSPITAL,CROWLEY,LA,70526,ACADIA,3377833222
ACADIA ST LANDRY,CHURCH POINT,LA,70525,ACADIA,3376845435
ALLEN PARISH HOSPITAL,KINDER,LA,70648,ALLEN,3377382527
OAKDALE COMMUNITY HOSPITAL,OAKDALE,LA,71463,ALLEN,3183353700
PREVOST MEMORIAL HOSPITAL,DONALDSONVILLE,LA,70346,ASCENSION,2254737931
ST ELIZABETH HOSPITAL,GONZALES,LA,70737,ASCENSION,2256475000
ASSUMPTION COMMUNITY HOSPITAL,NAPOLEONVILLE,LA,70390,ASSUMPTION,9853693600
AVOYELLES HOSPITAL,MARKSVILLE,LA,71351,AVOYELLES,3182538611
BUNKIE GENERAL HOSPITAL,BUNKIE,LA,71322,AVOYELLES,3183466681
BEAUREGARD MEMORIAL HOSPITAL,DERIDDER,LA,70634,BEAUREGARD,3374627100
BIENVILLE MEDICAL CENTER,ARCADIA,LA,71001,BIENVILLE,3182634700
WILLIS KNIGHTON BOSSIER HEALTH CENTER,BOSSIER CITY,LA,71111,BOSSIER,3182127000
CHRISTUS HEALTH SHREVEPORT - BOSSIER,SHREVEPORT,LA,71105,CADDO,3186815000
NORTH CADDO MEDICAL CENTER,VIVIAN,LA,71082,CADDO,3183753235
SHRINERS HOSPITALS FOR CHILDREN,SHREVEPORT,LA,71103,CADDO,3182225704
SPECIALISTS HOSPITAL SHREVEPORT,SHREVEPORT,LA,71101,CADDO,3182133800
UNIVERSITY HEALTH SHREVEPORT,SHREVEPORT,LA,71103,CADDO,3186755000
WILLIS KNIGHTON MEDICAL CENTER,SHREVEPORT,LA,71103,CADDO,3182124000
CHRISTUS LAKE AREA HOSPITAL,LAKE CHARLES,LA,70605,CALCASIEU,3374746370
CHRISTUS ST PATRICK HOSPITAL,LAKE CHARLES,LA,70601,CALCASIEU,3374362511
DEQUINCY MEMORIAL HOSPITAL,DEQUINCY,LA,70633,CALCASIEU,3377861200
LAKE CHARLES MEMORIAL HOSPITAL,LAKE CHARLES,LA,70601,CALCASIEU,3374943000
WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,LA,70663,CALCASIEU,3375277034
"CALDWELL MEMORIAL HOSPITAL, INC",COLUMBIA,LA,71418,CALDWELL,3186496111
CITIZENS MEDICAL CENTER,COLUMBIA,LA,71418,CALDWELL,3186496106
SOUTH CAMERON MEMORIAL HOSPITAL,CAMERON,LA,70631,CAMERON,3375424111
CLAIBORNE MEMORIAL MEDICAL CENTER,HOMER,LA,71040,CLAIBORNE,3189272024
RIVERLAND MEDICAL CENTER,FERRIDAY,LA,71334,CONCORDIA,3187576551
DESOTO REGIONAL HEALTH SYSTEM,MANSFIELD,LA,71052,DE SOTO,3188724610
BATON ROUGE GENERAL MEDICAL CENTER,BATON ROUGE,LA,70806,EAST BATON ROUGE,2253877767
LANE REGIONAL MEDICAL CENTER,ZACHARY,LA,70791,EAST BATON ROUGE,2256584000
OCHSNER MEDICAL CENTER - BATON ROUGE,BATON ROUGE,LA,70816,EAST BATON ROUGE,2257522470
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,BATON ROUGE,LA,70808,EAST BATON ROUGE,2257656565
SURGICAL SPECIALTY CENTER OF BATON ROUGE,BATON ROUGE,LA,70810,EAST BATON ROUGE,2254088080
THE SPINE HOSPITAL OF LOUISIANA,BATON ROUGE,LA,70810,EAST BATON ROUGE,2257639900
WOMAN'S HOSPITAL,BATON ROUGE,LA,70817,EAST BATON ROUGE,2259271300
EAST CARROLL PARISH HOSPITAL,LAKE PROVIDENCE,LA,71254,EAST CARROLL,3185594023
VILLA FELICIANA MEDICAL COMPLEX,JACKSON,LA,70748,EAST FELICIANA,2256344010
MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,LA,70586,EVANGELINE,3373635684
SAVOY MEDICAL CENTER,MAMOU,LA,70554,EVANGELINE,3374685261
FRANKLIN MEDICAL CENTER,WINNSBORO,LA,71295,FRANKLIN,3184359411
IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,NEW IBERIA,LA,70562,IBERIA,3373640441
JACKSON PARISH HOSPITAL,JONESBORO,LA,71251,JACKSON,3182594435
EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,LA,70006,JEFFERSON,5044544000
OCHSNER MEDICAL CENTER,NEW ORLEANS,LA,70121,JEFFERSON,5048423000
OCHSNER MEDICAL CENTER-KENNER,KENNER,LA,70065,JEFFERSON,5044684806
"OMEGA HOSPITAL, LLC",METAIRIE,LA,70002,JEFFERSON,5048494900
WEST JEFFERSON MEDICAL CENTER,MARRERO,LA,70072,JEFFERSON,5043475511
JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,LA,70546,JEFFERSON DAVIS,3376167000
HARDTNER MEDICAL CENTER,OLLA,LA,71465,LA SALLE,3184953131
LASALLE GENERAL HOSPITAL,JENA,LA,71342,LA SALLE,3189929200
HEART HOSPITAL OF LAFAYETTE,LAFAYETTE,LA,70508,LAFAYETTE,3375211000
LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,LA,70503,LAFAYETTE,3372897991
LAFAYETTE GENERAL SURGICAL HOSPITAL,LAFAYETTE,LA,70503,LAFAYETTE,3372898095
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,LAFAYETTE,LA,70508,LAFAYETTE,3377694100
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LAFAYETTE,LA,70508,LAFAYETTE,3374702000
PARK PLACE SURGICAL HOSPITAL,LAFAYETTE,LA,70508,LAFAYETTE,3372378119
UNIVERSITY HOSPITAL & CLINICS,LAFAYETTE,LA,70506,LAFAYETTE,3372616000
WOMEN'S AND CHILDREN'S HOSPITAL,LAFAYETTE,LA,70508,LAFAYETTE,3375219100
LADY OF THE SEA GENERAL HOSPITAL,CUT OFF,LA,70345,LAFOURCHE,9856326401
OCHSNER ST ANNE GENERAL HOSPITAL,RACELAND,LA,70394,LAFOURCHE,9855378377
THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA,70301,LAFOURCHE,9854475500
NORTHERN LOUISIANA MEDICAL CENTER,RUSTON,LA,71270,LINCOLN,3182542100
MADISON PARISH HOSPITAL,TALLULAH,LA,71282,MADISON,3185742374
MOREHOUSE GENERAL HOSPITAL,BASTROP,LA,71220,MOREHOUSE,3182833600
NATCHITOCHES REGIONAL MEDICAL CENTER,NATCHITOCHES,LA,71457,NATCHITOCHES,3184712628
CHILDREN'S HOSPITAL,NEW ORLEANS,LA,70118,ORLEANS,5048999511
NEW ORLEANS EAST HOSPITAL,NEW ORLEANS,LA,70127,ORLEANS,5045926600
ST CHARLES SURGICAL HOSPITAL LLC,NEW ORLEANS,LA,70130,ORLEANS,5045296600
TOURO INFIRMARY,NEW ORLEANS,LA,70115,ORLEANS,5048978247
TULANE MEDICAL CENTER,NEW ORLEANS,LA,70112,ORLEANS,5049885263
UNIVERSITY MEDICAL CENTER NEW ORLEANS,NEW ORLEANS,LA,70112,ORLEANS,5049033000
GLENWOOD REGIONAL MEDICAL CENTER,WEST MONROE,LA,71291,OUACHITA,3183294600
MONROE SURGICAL HOSPITAL,MONROE,LA,71201,OUACHITA,3184100002
P & S SURGICAL HOSPITAL,MONROE,LA,71201,OUACHITA,3183884040
ST FRANCIS MEDICAL CENTER,MONROE,LA,71201,OUACHITA,3189664000
UNIVERSITY HEALTH CONWAY,MONROE,LA,71202,OUACHITA,3183307000
POINTE COUPEE GENERAL HOSPITAL,NEW ROADS,LA,70760,POINTE COUPEE,2253686386
CENTRAL LOUISIANA SURGICAL HOSPITAL,ALEXANDRIA,LA,71301,RAPIDES,3184496400
CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,LA,71301,RAPIDES,3184871122
RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,LA,71301,RAPIDES,3187693000
CHRISTUS COUSHATTA HEALTH CARE CENTER,COUSHATTA,LA,71019,RED RIVER,3189322000
RICHARDSON MEDICAL CENTER,RAYVILLE,LA,71269,RICHLAND,3187284181
RICHLAND PARISH HOSPITAL-DELHI,DELHI,LA,71232,RICHLAND,3188785171
SABINE MEDICAL CENTER,MANY,LA,71449,SABINE,3182561232
ST BERNARD PARISH HOSPITAL,CHALMETTE,LA,70043,SAINT BERNARD,5048269500
ST CHARLES PARISH HOSPITAL,LULING,LA,70070,SAINT CHARLES,9857853644
ST HELENA PARISH HOSPITAL,GREENSBURG,LA,70441,SAINT HELENA,2252226111
ST JAMES PARISH HOSPITAL,LUTCHER,LA,70071,SAINT JAMES,2258695512
OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,LA,70570,SAINT LANDRY,3379483011
ST MARTIN HOSPITAL,BREAUX BRIDGE,LA,70517,SAINT MARTIN,3373322178
FRANKLIN FOUNDATION HOSPITAL,FRANKLIN,LA,70538,SAINT MARY,3378280760
TECHE REGIONAL MEDICAL CENTER,MORGAN CITY,LA,70380,SAINT MARY,9853842440
FAIRWAY MEDICAL CENTER,COVINGTON,LA,70433,SAINT TAMMANY,9858013010
LAKEVIEW REGIONAL MEDICAL CENTER,COVINGTON,LA,70433,SAINT TAMMANY,9858674443
"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",SLIDELL,LA,70461,SAINT TAMMANY,9856465000
SLIDELL MEMORIAL HOSPITAL,SLIDELL,LA,70458,SAINT TAMMANY,9856432200
SOUTHERN SURGICAL HOSPITAL,SLIDELL,LA,70458,SAINT TAMMANY,9856410600
ST TAMMANY PARISH HOSPITAL,COVINGTON,LA,70433,SAINT TAMMANY,9858984000
STERLING SURGICAL HOSPITAL,SLIDELL,LA,70458,SAINT TAMMANY,5046908200
CYPRESS POINTE SURGICAL HOSPITAL,HAMMOND,LA,70403,TANGIPAHOA,9855106200
HOOD MEMORIAL HOSPITAL,AMITE,LA,70422,TANGIPAHOA,9857489485
LALLIE KEMP MEDICAL CENTER,INDEPENDENCE,LA,70443,TANGIPAHOA,9858789421
"NORTH OAKS MEDICAL CENTER, L L C",HAMMOND,LA,70403,TANGIPAHOA,9853452700
LEONARD J CHABERT MEDICAL CENTER,HOUMA,LA,70363,TERREBONNE,9858732200
PHYSICIANS MEDICAL CENTER,HOUMA,LA,70360,TERREBONNE,9858531390
TERREBONNE GENERAL MEDICAL CENTER,HOUMA,LA,70360,TERREBONNE,9858734141
REEVES MEMORIAL MEDICAL CENTER,BERNICE,LA,71222,UNION,3182859066
UNION GENERAL HOSPITAL,FARMERVILLE,LA,71241,UNION,3183689751
ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,LA,70510,VERMILION,3378935466
ABROM KAPLAN MEMORIAL HOSPITAL,KAPLAN,LA,70548,VERMILION,3376438300
BYRD REGIONAL HOSPITAL,LEESVILLE,LA,71446,VERNON,3372399041
DOCTORS HOSPITAL AT DEER CREEK L L C,LEESVILLE,LA,71446,VERNON,3373925088
OUR LADY OF THE ANGELS HOSPITAL,BOGALUSA,LA,70427,WASHINGTON,9857306700
RIVERSIDE MEDICAL CENTER,FRANKLINTON,LA,70438,WASHINGTON,9857954431
MINDEN MEDICAL CENTER,MINDEN,LA,71055,WEBSTER,3183772321
SPRINGHILL MEDICAL CENTER,SPRINGHILL,LA,71075,WEBSTER,3185391000
WEST CARROLL MEMORIAL HOSPITAL,OAK GROVE,LA,71263,WEST CARROLL,3184283237
WEST FELICIANA PARISH HOSPITAL,SAINT FRANCISVILLE,LA,70775,WEST FELICIANA,2256353811
WINN PARISH MEDICAL CENTER,WINNFIELD,LA,71483,WINN,3186483000
CAPE COD HOSPITAL,HYANNIS,MA,2601,BARNSTABLE,5087711800
FALMOUTH HOSPITAL,FALMOUTH,MA,2540,BARNSTABLE,5085485300
BERKSHIRE MEDICAL CENTER INC - 1,PITTSFIELD,MA,1201,BERKSHIRE,4134472000
FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,1230,BERKSHIRE,4135280790
MORTON HOSPITAL,TAUNTON,MA,2780,BRISTOL,5088287000
SAINT ANNE'S HOSPITAL,FALL RIVER,MA,2721,BRISTOL,5086745600
"SOUTHCOAST HOSPITAL GROUP, INC",FALL RIVER,MA,2720,BRISTOL,5086793131
STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,2703,BRISTOL,5082225200
MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,2557,DUKES,5086930410
ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,1950,ESSEX,9784631000
BEVERLY HOSPITAL CORPORATION,BEVERLY,MA,1915,ESSEX,9789223000
HOLY FAMILY HOSPITAL,METHUEN,MA,1844,ESSEX,9786870156
LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,1842,ESSEX,9786834000
NORTH SHORE MEDICAL CENTER -,SALEM,MA,1970,ESSEX,9787411215
BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,1301,FRANKLIN,4137730211
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,1199,HAMPDEN,4137940000
BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,PALMER,MA,1069,HAMPDEN,4132837651
HOLYOKE MEDICAL CENTER,HOLYOKE,MA,1040,HAMPDEN,4135342500
MERCY MEDICAL CTR,SPRINGFIELD,MA,1104,HAMPDEN,4137489000
NOBLE HOSPITAL,WESTFIELD,MA,1085,HAMPDEN,4135682811
SHRINERS' HOSPITAL FOR CHILDREN (THE),SPRINGFIELD,MA,1104,HAMPDEN,4137872000
"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,1060,HAMPSHIRE,4135822000
CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,2138,MIDDLESEX,6176652300
EMERSON HOSPITAL -,W CONCORD,MA,1742,MIDDLESEX,9783691400
HALLMARK HEALTH SYSTEM,MELROSE,MA,2176,MIDDLESEX,7819793000
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,1803,MIDDLESEX,7817445100
LOWELL GENERAL HOSPITAL,LOWELL,MA,1854,MIDDLESEX,9789376000
MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,1752,MIDDLESEX,5084815000
METROWEST MEDICAL CENTER,FRAMINGHAM,MA,1701,MIDDLESEX,5083831000
MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,2138,MIDDLESEX,6174923500
NASHOBA VALLEY MEDICAL CENTER,AYER,MA,1432,MIDDLESEX,9787849000
NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,2462,MIDDLESEX,6172436000
WINCHESTER HOSPITAL,WINCHESTER,MA,1890,MIDDLESEX,7817299000
NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,2554,NANTUCKET,5082281200
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,2494,NORFOLK,7814533002
BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,MILTON,MA,2186,NORFOLK,6176964600
NORWOOD HOSPITAL,NORWOOD,MA,2062,NORFOLK,5087721000
SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,2190,NORFOLK,7813408000
BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,PLYMOUTH,MA,2360,PLYMOUTH,5087462000
GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,2301,PLYMOUTH,5084273000
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,2302,PLYMOUTH,5089417000
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,2215,SUFFOLK,6176677000
BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,2115,SUFFOLK,6177356000
BOSTON MEDICAL CENTER CORPORATION-,BOSTON,MA,2118,SUFFOLK,6176388000
BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,BOSTON,MA,2130,SUFFOLK,6179837000
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,2115,SUFFOLK,6177325500
CARNEY HOSPITAL,BOSTON,MA,2124,SUFFOLK,6175062000
FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,2135,SUFFOLK,6172543800
MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,2114,SUFFOLK,6175237900
MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,2114,SUFFOLK,6177262000
NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,2120,SUFFOLK,6177545800
"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",BOSTON,MA,2114,SUFFOLK,6177223000
ST ELIZABETH'S MEDICAL CENTER,BRIGHTON,MA,2135,SUFFOLK,6177893000
TUFTS MEDICAL CENTER,BOSTON,MA,2111,SUFFOLK,6176365000
ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,1605,WORCESTER,5087999000
ATHOL MEMORIAL HOSPITAL,ATHOL,MA,1331,WORCESTER,9782493511
CLINTON HOSPITAL ASSOCIATION,CLINTON,MA,1510,WORCESTER,9783683000
HARRINGTON MEMORIAL HOSPITAL-1,SOUTHBRIDGE,MA,1550,WORCESTER,5087659771
"HEALTHALLIANCE HOSPITALS, INC",LEOMINSTER,MA,1453,WORCESTER,9784662000
HEYWOOD HOSPITAL -,GARDNER,MA,1440,WORCESTER,9786323420
MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,1757,WORCESTER,5084731190
ST VINCENT HOSPITAL,WORCESTER,MA,1608,WORCESTER,5083635000
UMASS MEMORIAL MEDICAL CENTER INC,WORCESTER,MA,1655,WORCESTER,5083341000
WESTERN MARYLAND REGIONAL MEDICAL CENTER,CUMBERLAND,MD,21502,ALLEGANY,2409648001
ANNE ARUNDEL MEDICAL CENTER,ANNAPOLIS,MD,21401,ANNE ARUNDEL,4434811307
UNIVERSITY OF MD BALTO WASHINGTON  MEDICAL CENTER,GLEN BURNIE,MD,21061,ANNE ARUNDEL,4105951967
GREATER BALTIMORE MEDICAL CENTER,BALTIMORE,MD,21204,BALTIMORE,4438492000
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,BALTIMORE,MD,21215,BALTIMORE,4106012400
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,BALTIMORE,MD,21237,BALTIMORE,4437777850
NORTHWEST HOSPITAL CENTER,RANDALLSTOWN,MD,21133,BALTIMORE,4105215995
