Hospital Name,City,State,ZIP Code,County Name,Phone Number,Mortality,P,PSI,Spending
IRWIN COUNTY HOSPITAL,OCILLA,GA,31774,IRWIN,2294683845,0.531785022,0.238947368,-0.021283624,-821.2424812
NORTHRIDGE MEDICAL CENTER,COMMERCE,GA,30529,JACKSON,7063351100,-2.789323878,-1.261052632,-0.024374624,-1126.742481
JASPER MEMORIAL HOSPITAL,MONTICELLO,GA,31064,JASPER,7064686411,1.051708422,-1.281052632,0,798.7575188
JEFF DAVIS HOSPITAL,HAZLEHURST,GA,31539,JEFF DAVIS,9123757781,1.580232822,-2.321052632,0,-1111.742481
JEFFERSON HOSPITAL,LOUISVILLE,GA,30434,JEFFERSON,4786257000,-2.506125778,3.358947368,-0.025570624,-1263.742481
JENKIN COUNTY MEDICAL CENTER,MILLEN,GA,30442,JENKINS,4789824221,0.878400622,-1.281052632,0,798.7575188
SGMC LANIER CAMPUS,LAKELAND,GA,31635,LANIER,2294828402,1.051708422,2.438947368,0,798.7575188
FAIRVIEW PARK HOSPITAL,DUBLIN,GA,31021,LAURENS,4782743100,3.551566722,0.798947368,0.046108376,137.2575188
LIBERTY REGIONAL MEDICAL CENTER,HINESVILLE,GA,31310,LIBERTY,9123699438,0.299318322,1.158947368,0,-985.4924812
SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,31603,LOWNDES,2293331020,3.022086647,-0.561052632,-0.185662624,447.7575188
CHESTATEE REGIONAL HOSPITAL,DAHLONEGA,GA,30533,LUMPKIN,7068646136,-2.161328653,0.558947368,-0.066981624,-1125.242481
FLINT RIVER COMMUNITY HOSPITAL,MONTEZUMA,GA,31063,MACON,4784723100,1.051708422,-1.281052632,-0.018624624,798.7575188
UNIVERSITY HOSPITAL MCDUFFIE,THOMSON,GA,30824,MCDUFFIE,7065951411,2.616058422,2.018947368,-0.058544624,1469.257519
WARM SPRINGS MEDICAL CENTER,WARM SPRINGS,GA,31830,MERIWETHER,7066559351,1.398324022,-1.281052632,0,798.7575188
MILLER COUNTY HOSPITAL,COLQUITT,GA,39837,MILLER,2297584231,-2.761063178,-0.261052632,0,-717.2424812
MITCHELL COUNTY HOSPITAL,CAMILLA,GA,31730,MITCHELL,2293365284,1.051708422,3.378947368,0,798.7575188
MONROE COUNTY HOSPITAL,FORSYTH,GA,31029,MONROE,4789942521,-1.490394678,-1.281052632,-0.026351624,-825.2424812
MORGAN MEMORIAL HOSPITAL,MADISON,GA,30650,MORGAN,7063421667,0.878400622,1.618947368,0,-603.9924812
MURRAY MEDICAL CENTER,CHATSWORTH,GA,30705,MURRAY,7065172031,2.138273222,2.058947368,-0.021425624,-953.4924812
MIDTOWN MEDICAL CENTER,COLUMBUS,GA,31901,MUSCOGEE,7065711000,-9.252764853,-0.461052632,0.203033376,-198.9924812
NORTHSIDE MEDICAL CENTER,COLUMBUS,GA,31909,MUSCOGEE,7064942100,2.825784047,2.598947368,-0.198302624,2152.257519
ST FRANCIS HOSPITAL,COLUMBUS,GA,31995,MUSCOGEE,7065964020,-6.143144128,0.118947368,-0.138173624,822.0075188
PIEDMONT NEWTON HOSPITAL,COVINGTON,GA,30014,NEWTON,7707867053,-9.256562103,-2.061052632,-0.033006624,2637.007519
WELLSTAR PAULDING HOSPITAL,HIRAM,GA,30141,PAULDING,4706447000,4.058863397,0.978947368,-0.031425624,-767.9924812
"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",BYRON,GA,31008,PEACH,4786542000,1.676366622,0.078947368,0,-1706.242481
PIEDMONT MOUNTAINSIDE HOSPITAL INC,JASPER,GA,30143,PICKENS,7063015269,0.961412422,0.558947368,0.046252376,-953.9924812
POLK MEDICAL CENTER,CEDARTOWN,GA,30125,POLK,7707482500,1.398324022,2.498947368,0,798.7575188
TAYLOR REGIONAL HOSPITAL,HAWKINSVILLE,GA,31036,PULASKI,4787830200,-0.639857703,0.218947368,-0.005778624,305.7575188
PUTNAM GENERAL HOSPITAL,EATONTON,GA,31024,PUTNAM,7064852711,0.550876422,-0.021052632,0,-1178.492481
MOUNTAIN LAKES MEDICAL CENTER,CLAYTON,GA,30525,RABUN,7067820400,1.253653322,-0.161052632,0,-1214.992481
SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,CUTHBERT,GA,39840,RANDOLPH,2297322181,-0.248100078,-1.581052632,0,-1328.242481
AU MEDICAL CENTER,AUGUSTA,GA,30912,RICHMOND,7067216569,-9.680054878,-1.781052632,0.231455376,717.7575188
DOCTORS HOSPITAL,AUGUSTA,GA,30909,RICHMOND,7066516008,-1.014324403,-0.841052632,0.078799376,93.2575188
TRINITY HOSPITAL OF AUGUSTA,AUGUSTA,GA,30904,RICHMOND,7064817000,-1.126026403,0.118947368,-0.042035624,-539.9924812
UNIVERSITY HOSPITAL,AUGUSTA,GA,30901,RICHMOND,7067229011,-4.890275553,1.178947368,-0.096378624,-151.4924812
ROCKDALE MEDICAL CENTER,CONYERS,GA,30012,ROCKDALE,7709183000,0.044875472,-1.801052632,0.042457376,338.7575188
OPTIM MEDICAL CENTER - SCREVEN,SYLVANIA,GA,30467,SCREVEN,9125647426,0.618438922,-1.281052632,0,-987.7424812
DONALSONVILLE HOSPITAL INC,DONALSONVILLE,GA,39845,SEMINOLE,2295245217,0.694290047,1.258947368,-0.026640624,-2327.992481
WELLSTAR SPALDING REGIONAL HOSPITAL,GRIFFIN,GA,30223,SPALDING,7702282721,-3.725138603,-1.461052632,-0.063568624,329.5075188
STEPHENS COUNTY HOSPITAL,TOCCOA,GA,30577,STEPHENS,7062824250,4.452644547,0.718947368,0.001428376,730.2575188
PHOEBE SUMTER MEDICAL CENTER,AMERICUS,GA,31719,SUMTER,2299311280,-4.332954778,0.958947368,-0.008885624,1289.007519
OPTIM MEDICAL CENTER - TATTNALL,REIDSVILLE,GA,30453,TATTNALL,9125571000,1.051708422,-1.281052632,0,7710.507519
JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792,THOMAS,2292282880,5.302984497,0.778947368,-0.024246624,666.0075188
TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,31793,TIFT,2293827120,-4.655841778,0.478947368,0.133102376,-1644.242481
MEADOWS REGIONAL MEDICAL CENTER,VIDALIA,GA,30474,TOOMBS,9125355828,3.665333172,1.018947368,0.214710376,123.0075188
CHATUGE REGIONAL HOSPITAL,HIAWASSEE,GA,30546,TOWNS,7068962222,1.953224822,1.638947368,0,-1304.242481
WELLSTAR WEST GEORGIA MEDICAL CENTER,LAGRANGE,GA,30240,TROUP,7068821411,-0.007535778,0.278947368,-0.098544624,1274.507519
UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,30512,UNION,7067452111,-0.568793753,1.518947368,-0.095479624,-151.9924812
UPSON REGIONAL MEDICAL CENTER,THOMASTON,GA,30286,UPSON,7066478111,-7.208453378,1.298947368,-0.067714624,247.0075188
CLEARVIEW  REGIONAL MEDICAL CENTER,MONROE,GA,30655,WALTON,7702678461,-1.147783978,-1.781052632,0.029313376,716.2575188
MEMORIAL SATILLA HEALTH,WAYCROSS,GA,31501,WARE,9122872500,-1.532045578,-0.981052632,0.271455376,1965.757519
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,SANDERSVILLE,GA,31082,WASHINGTON,4782402100,5.642367622,0.818947368,-0.067579624,-1463.492481
WAYNE MEMORIAL HOSPITAL,JESUP,GA,31545,WAYNE,9125303302,1.237404372,0.978947368,-0.023326624,-429.2424812
HAMILTON MEDICAL CENTER,DALTON,GA,30720,WHITFIELD,7062726105,-0.785362378,-0.561052632,-0.090522624,-127.2424812
WILLS MEMORIAL HOSPITAL,WASHINGTON,GA,30673,WILKES,7066789212,1.326174322,1.238947368,0,-603.4924812
PHOEBE WORTH MEDICAL CENTER,SYLVESTER,GA,31791,WORTH,2297773851,1.051708422,-1.281052632,0,798.7575188
GUAM MEMORIAL HOSPITAL AUTHORITY,TAMUNING,GU,96913,,6716472552,-4.4577197,0,0,-3041.875
GUAM REGIONAL MEDICAL CITY,DEDEDO,GU,96929,,6716455500,4.4577197,0,0,3041.875
HALE HO'OLA HAMAKUA,HONOKAA,HI,96727,HAWAII,8089324100,0.232457583,-0.763478261,0,939.9673913
HILO MEDICAL CENTER,HILO,HI,96720,HAWAII,8089323000,-2.787955567,0.076521739,-0.029428,-1040.282609
KAU HOSPITAL,PAHALA,HI,96777,HAWAII,8089288331,0.232457583,-0.763478261,0,939.9673913
KOHALA HOSPITAL,KAPAAU,HI,96755,HAWAII,8088896211,0.232457583,-0.763478261,0,939.9673913
KONA COMMUNITY HOSPITAL,KEALAKEKUA,HI,96750,HAWAII,8083229311,-1.237433867,-1.123478261,-0.015515,-866.5326087
NORTH HAWAII COMMUNITY HOSPITAL,KAMUELA,HI,96743,HAWAII,8088854444,2.147126283,-0.763478261,0.053131,-254.5326087
CASTLE MEDICAL CENTER,KAILUA,HI,96734,HONOLULU,8082635500,0.204108808,2.176521739,0.027658,-744.2826087
KAHUKU MEDICAL CENTER,KAHUKU,HI,96731,HONOLULU,8082939221,0.232457583,-0.763478261,0,939.9673913
KAISER FOUNDATION HOSPITAL,HONOLULU,HI,96819,HONOLULU,8084320000,0.346779458,1.736521739,0.019406,-1795.782609
KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HONOLULU,HI,96826,HONOLULU,8089836000,0.232457583,-0.763478261,0,939.9673913
KUAKINI MEDICAL CENTER,HONOLULU,HI,96817,HONOLULU,8085362236,1.070865658,-0.903478261,0.013505,2099.467391
PALI MOMI MEDICAL CENTER,AIEA,HI,96701,HONOLULU,8084866000,-2.215993467,2.636521739,0.063837,-550.0326087
SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,HI,96826,HONOLULU,8089414466,0.232457583,-0.763478261,0,939.9673913
STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,96813,HONOLULU,8085224000,4.147471633,2.116521739,-0.056679,-101.2826087
THE QUEENS MEDICAL CENTER,HONOLULU,HI,96813,HONOLULU,8085389011,1.114034033,0.616521739,-0.102905,-1392.532609
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,96786,HONOLULU,8086218411,-3.542982467,-0.183478261,0.01406,-1480.282609
KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,HI,96796,KAUAI,8083389431,1.185650483,0.296521739,0,64.9673913
SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,HI,96746,KAUAI,8088224961,0.232457583,-0.763478261,0,939.9673913
WILCOX MEMORIAL HOSPITAL,LIHUE,HI,96766,KAUAI,8082451103,-0.443923342,1.656521739,0.063867,-1743.532609
KULA HOSPITAL,KULA,HI,96790,MAUI,8088781221,0.232457583,-0.763478261,0,939.9673913
LANAI COMMUNITY HOSPITAL,LANAI CITY,HI,96763,MAUI,8085658450,0.232457583,-0.763478261,0,939.9673913
MAUI MEMORIAL MEDICAL CENTER,WAILUKU,HI,96793,MAUI,8084425101,-2.312323517,-0.703478261,-0.050937,-1595.032609
MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,HI,96748,MAUI,8085535331,0.232457583,-0.763478261,0,939.9673913
ADAIR COUNTY MEMORIAL HOSPITAL,GREENFIELD,IA,50849,ADAIR,6417432123,1.442211465,-2.045862069,0,-1326.950431
CHI HEALTH  - MERCY CORNING,CORNING,IA,50841,ADAMS,6413223121,1.355557565,2.754137931,0,-582.700431
VETERANS MEMORIAL HOSPITAL,WAUKON,IA,52172,ALLAMAKEE,5635683411,-0.834722335,2.174137931,0,-622.950431
MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,52544,APPANOOSE,6414374111,1.888603365,-0.185862069,0,-376.200431
AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,50025,AUDUBON,7125632611,1.875480965,-2.045862069,0,493.799569
VIRGINIA GAY HOSPITAL,VINTON,IA,52349,BENTON,3194726200,2.334995265,-0.165862069,0,-479.700431
ALLEN HOSPITAL,WATERLOO,IA,50703,BLACK HAWK,3192353941,-9.217937535,-0.445862069,-0.114635143,723.799569
COVENANT MEDICAL CENTER,WATERLOO,IA,50702,BLACK HAWK,3192728000,1.306271465,-1.745862069,0.463465857,2076.049569
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,50613,BLACK HAWK,3192683000,0.601852465,-0.485862069,-0.035385143,397.049569
BOONE COUNTY HOSPITAL,BOONE,IA,50036,BOONE,5154323140,-3.069144635,-0.565862069,0,308.049569
COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,SUMNER,IA,50674,BREMER,5635783275,1.182249765,-2.045862069,0,577.049569
WAVERLY HEALTH CENTER,WAVERLY,IA,50677,BREMER,3193524120,3.614396365,1.454137931,0,1503.299569
BUCHANAN COUNTY HEALTH CENTER,INDEPENDENCE,IA,50644,BUCHANAN,3193320999,1.442211465,-0.445862069,0,-845.700431
BUENA VISTA REGIONAL MEDICAL CENTER,STORM LAKE,IA,50588,BUENA VISTA,7127324030,-3.645317635,1.714137931,0,-508.200431
STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,51449,CALHOUN,7124643171,0.396329865,1.774137931,0,2367.299569
MANNING REGIONAL HEALTHCARE CENTER,MANNING,IA,51455,CARROLL,7126552072,2.915327765,0.954137931,0,-784.950431
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,51401,CARROLL,7127923581,-5.434895335,2.214137931,-0.025385143,-781.450431
CASS COUNTY MEMORIAL HOSPITAL,ATLANTIC,IA,50022,CASS,7122433250,-8.060300235,0.654137931,0,249.799569
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,50401,CERRO GORDO,6414287000,-7.188129735,-1.145862069,-0.319246143,676.549569
CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,51012,CHEROKEE,7122255101,-3.429888435,-0.425862069,0,-643.950431
MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,50659,CHICKASAW,6413944121,2.568712165,-2.045862069,0,-150.200431
CLARKE COUNTY HOSPITAL,OSCEOLA,IA,50213,CLARKE,6413422184,3.001981665,3.414137931,0,-1101.200431
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,51301,CLAY,7122648300,-4.73477941,0.574137931,-0.134305143,-1147.950431
CENTRAL COMMUNITY HOSPITAL,ELKADER,IA,52043,CLAYTON,5632457000,2.048788765,0.274137931,0,22.54956897
GUTTENBERG MUNICIPAL HOSPITAL,GUTTENBERG,IA,52052,CLAYTON,5632521121,-0.309079035,2.434137931,0,855.549569
GENESIS MEDICAL CENTER-DEWITT,DEWITT,IA,52742,CLINTON,5636594200,1.702173165,0.334137931,0,-1112.700431
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,52732,CLINTON,5632445555,2.54343594,-0.365862069,-0.153559143,1757.049569
CRAWFORD COUNTY MEMORIAL HOSPITAL,DENISON,IA,51442,CRAWFORD,7122652500,-7.251895535,-1.505862069,0,-777.200431
DALLAS COUNTY HOSPITAL,PERRY,IA,50220,DALLAS,5154653547,0.561102465,1.514137931,0,-586.200431
DAVIS COUNTY HOSPITAL,BLOOMFIELD,IA,52537,DAVIS,6416642145,-2.093965135,0.834137931,0,1358.799569
DECATUR COUNTY HOSPITAL,LEON,IA,50144,DECATUR,6414464871,1.442211465,1.054137931,0,-805.950431
REGIONAL MEDICAL CENTER,MANCHESTER,IA,52057,DELAWARE,5639273232,0.468347965,1.354137931,0,240.299569
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,52655,DES MOINES,3197681000,5.681344915,-1.245862069,0.019823857,-425.700431
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,51360,DICKINSON,7123361230,0.24203374,0.894137931,-0.063495143,-709.450431
FINLEY HOSPITAL,DUBUQUE,IA,52001,DUBUQUE,5635821881,-0.18397231,-0.185862069,-0.082510143,1531.799569
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,52001,DUBUQUE,5635898000,2.248282015,0.874137931,-0.037001143,752.049569
MERCY MEDICAL CENTER-DYERSVILLE,DYERSVILLE,IA,52040,DUBUQUE,5638757101,1.788827065,-2.045862069,0,806.549569
AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,51334,EMMET,7123622631,-0.070502335,0.394137931,0,1936.049569
GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,WEST UNION,IA,52175,FAYETTE,5634223811,-0.212263735,0.914137931,0,424.549569
MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,OELWEIN,IA,50662,FAYETTE,3192836000,0.551622565,-0.345862069,0,-435.450431
FLOYD COUNTY MEDICAL CENTER,CHARLES CITY,IA,50616,FLOYD,6412286830,-4.822521935,2.014137931,0,346.299569
FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,50441,FRANKLIN,6414565000,0.229056865,-2.045862069,0,-504.450431
GEORGE C GRAPE COMMUNITY HOSPITAL,HAMBURG,IA,51640,FREMONT,7123821515,1.788827065,-2.045862069,0,806.549569
GREENE COUNTY MEDICAL CENTER,JEFFERSON,IA,50129,GREENE,5153862114,-0.117558735,-2.045862069,0,-156.200431
GRUNDY COUNTY MEMORIAL HOSPITAL,GRUNDY CENTER,IA,50638,GRUNDY,3198245421,0.402364665,2.414137931,0,1782.799569
GUTHRIE COUNTY HOSPITAL,GUTHRIE CENTER,IA,50115,GUTHRIE,6413322201,0.600403865,1.874137931,0,226.299569
VAN DIEST MEDICAL CENTER,WEBSTER CITY,IA,50595,HAMILTON,5158329400,3.665391365,-0.325862069,0,-1100.450431
HANCOCK COUNTY HEALTH SYSTEM,BRITT,IA,50423,HANCOCK,6418435000,-2.593283735,-2.045862069,0,-557.950431
HANSEN FAMILY HOSPITAL,IOWA FALLS,IA,50126,HARDIN,6416484631,1.075056865,-2.045862069,0,-438.950431
CHI HEALTH MISSOURI VALLEY,MISSOURI VALLEY,IA,51555,HARRISON,7126422784,3.472489265,3.114137931,0,367.049569
HENRY COUNTY HEALTH CENTER,MOUNT PLEASANT,IA,52641,HENRY,3193853141,0.464202565,0.894137931,0,-809.450431
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRESCO,IA,52136,HOWARD,5635472101,1.182249765,2.074137931,0,319.299569
HUMBOLDT COUNTY MEMORIAL HOSPITAL,HUMBOLDT,IA,50548,HUMBOLDT,5153324200,1.788827065,-2.045862069,0,806.549569
HORN MEMORIAL HOSPITAL,IDA GROVE,IA,51445,IDA,7123643311,1.940279865,0.374137931,0,873.299569
MARENGO MEMORIAL HOSPITAL,MARENGO,IA,52301,IOWA,3196425543,3.604916465,2.074137931,0,2135.049569
JACKSON COUNTY REGIONAL HEALTH CENTER,MAQUOKETA,IA,52060,JACKSON,5636522474,1.355557565,0.494137931,0,-130.200431
SKIFF MEDICAL CENTER,NEWTON,IA,50208,JASPER,6417921273,-8.522377285,-0.065862069,-0.048017143,-751.200431
JEFFERSON COUNTY HEALTH CENTER,FAIRFIELD,IA,52556,JEFFERSON,6414724111,-1.318357035,0.614137931,0,2128.299569
MERCY HOSPITAL,IOWA CITY,IA,52245,JOHNSON,3193390300,11.10825137,0.134137931,-0.215385143,-2147.700431
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,52242,JOHNSON,3193561616,-3.017455135,-1.685862069,-0.191823143,13.04956897
JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,52205,JONES,3194626131,-0.761942835,-2.045862069,0,-472.700431
KEOKUK COUNTY HEALTH CENTER,SIGOURNEY,IA,52591,KEOKUK,6416222720,1.788827065,-2.045862069,0,806.549569
KOSSUTH REGIONAL HEALTH CENTER,ALGONA,IA,50511,KOSSUTH,5152952451,-4.873343035,-2.045862069,0,-604.450431
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,52627,LEE,3193726530,-1.79593021,0.174137931,-0.011740143,-1409.450431
KEOKUK AREA HOSPITAL,KEOKUK,IA,52632,LEE,3195247150,-3.33823496,-2.485862069,-0.017085143,1030.049569
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,52403,LINN,3193986011,4.818842915,-0.345862069,0.117110857,-1313.950431
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,52402,LINN,3193697211,6.52381444,-0.745862069,0.129919857,1180.049569
LUCAS COUNTY HEALTH CENTER,CHARITON,IA,50049,LUCAS,6417743000,1.781476265,-0.425862069,0,-1089.450431
SANFORD ROCK RAPIDS MEDICAL CENTER,ROCK RAPIDS,IA,51246,LYON,7124722591,1.936637365,0.614137931,0,513.299569
MADISON COUNTY MEMORIAL HOSPITAL,WINTERSET,IA,50273,MADISON,5154622373,-2.739796835,1.694137931,0,-1679.200431
MAHASKA  HEALTH PARTNERSHIP,OSKALOOSA,IA,52577,MAHASKA,6416723100,-7.615976335,1.194137931,0,-909.950431
KNOXVILLE HOSPITAL & CLINICS,KNOXVILLE,IA,50138,MARION,6418422151,-4.816529435,1.114137931,0,277.049569
PELLA REGIONAL HEALTH CENTER,PELLA,IA,50219,MARION,6416283150,2.034152965,0.474137931,0,1679.549569
UNITYPOINT HEALTH-MARSHALLTOWN,MARSHALLTOWN,IA,50158,MARSHALL,6417545151,-3.006442835,-1.565862069,-0.025385143,261.299569
MITCHELL COUNTY REGIONAL HEALTH,OSAGE,IA,50461,MITCHELL,6417326000,-0.596230235,-2.045862069,0,-1030.700431
BURGESS HEALTH CENTER,ONAWA,IA,51040,MONONA,7124232311,-3.939330835,0.674137931,0,-410.700431
MONROE COUNTY HOSPITAL,ALBIA,IA,52531,MONROE,6419322134,-3.001187335,0.714137931,-0.003192143,-361.450431
MONTGOMERY COUNTY MEMORIAL HOSPITAL,RED OAK,IA,51566,MONTGOMERY,7126237000,-3.463817735,1.334137931,0,-459.700431
TRINITY MUSCATINE,MUSCATINE,IA,52761,MUSCATINE,5632649100,2.607252365,-0.725862069,-0.055385143,-750.200431
BAUM HARMON MERCY HOSPITAL,PRIMGHAR,IA,51245,OBRIEN,7129572300,1.788827065,3.514137931,0,806.549569
SANFORD SHELDON MEDICAL CENTER,SHELDON,IA,51201,OBRIEN,7123245041,-5.827438335,-0.145862069,0,345.549569
OSCEOLA COMMUNITY HOSPITAL,SIBLEY,IA,51249,OSCEOLA,7127542574,0.810202465,1.194137931,0,-1801.200431
CLARINDA REGIONAL HEALTH CENTER,CLARINDA,IA,51632,PAGE,7125422176,2.540953965,1.214137931,0,-1131.700431
SHENANDOAH MEDICAL CENTER,SHENANDOAH,IA,51601,PAGE,7122461230,1.303180765,-3.385862069,0,-1093.450431
PALO ALTO COUNTY HOSPITAL,EMMETSBURG,IA,50536,PALO ALTO,7128525500,3.022454865,-2.045862069,0,-271.200431
FLOYD VALLEY HOSPITAL,LE MARS,IA,51031,PLYMOUTH,7125467871,-1.263169635,1.074137931,0,-1431.950431
POCAHONTAS COMMUNITY HOSPITAL,POCAHONTAS,IA,50574,POCAHONTAS,7123353501,1.788827065,-2.045862069,0,806.549569
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,50314,POLK,5152822200,0.10083904,-3.125862069,0.081354857,-465.200431
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,50316,POLK,5152635612,-0.173092485,-0.645862069,-0.117314143,-1284.450431
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,50309,POLK,5152416212,-7.09222016,-0.505862069,-0.172499143,-778.450431
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,50314,POLK,5152473121,1.58461099,-1.145862069,0.261028857,73.79956897
CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,51503,POTTAWATTAMIE,7123285000,-3.822927235,-0.385862069,0.214614857,247.049569
METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,51503,POTTAWATTAMIE,7123966000,-2.188195535,0.094137931,-0.089156143,384.799569
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,50112,POWESHIEK,6412367511,-4.97775831,1.434137931,0.251590857,-1266.450431
RINGGOLD COUNTY HOSPITAL,MOUNT AYR,IA,50854,RINGGOLD,6414643226,1.294269565,-2.045862069,0,-237.700431
LORING HOSPITAL,SAC CITY,IA,50583,SAC,7126627105,-0.131381435,2.894137931,0,-233.450431
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,52803,SCOTT,5634211000,7.88882049,-1.505862069,0.048468857,829.799569
UNITY POINT HEALTH TRINITY,BETTENDORF,IA,52722,SCOTT,5637425000,5.313704965,-0.925862069,-0.075385143,258.049569
MYRTUE MEDICAL CENTER,HARLAN,IA,51537,SHELBY,7127555161,-2.038942235,0.674137931,0,572.049569
HAWARDEN REGIONAL HEALTHCARE,HAWARDEN,IA,51023,SIOUX,7125513100,1.702173165,-2.045862069,0,-714.950431
HEGG MEMORIAL HEALTH CENTER,ROCK VALLEY,IA,51247,SIOUX,7124768000,1.702173165,-0.125862069,0,-872.200431
ORANGE CITY AREA HEALTH SYSTEM,ORANGE CITY,IA,51041,SIOUX,7127374984,1.206736765,1.414137931,0,-1100.700431
SIOUX CENTER HEALTH,SIOUX CENTER,IA,51250,SIOUX,7127221271,2.135442665,-0.065862069,0,-475.700431
MARY GREELEY MEDICAL CENTER,AMES,IA,50010,STORY,5152392011,2.272319315,0.754137931,-0.027528143,-143.950431
STORY COUNTY HOSPITAL,NEVADA,IA,50201,STORY,5153822111,1.355557565,0.174137931,0,-1074.450431
GREATER REGIONAL MEDICAL CENTER,CRESTON,IA,50801,UNION,6417827091,0.113262965,0.954137931,0,1032.299569
VAN BUREN COUNTY HOSPITAL,KEOSAUQUA,IA,52565,VAN BUREN,3192933171,2.939377665,1.034137931,0,-480.450431
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,52501,WAPELLO,6416827511,-1.192147135,-2.065862069,0.002133857,1371.049569
WASHINGTON COUNTY HOSPITAL AND CLINICS,WASHINGTON,IA,52353,WASHINGTON,3196535481,0.947085265,1.854137931,0,580.049569
WAYNE COUNTY HOSPITAL,CORYDON,IA,50060,WAYNE,6418722260,3.707019265,-2.045862069,0,196.049569
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,50501,WEBSTER,5155733101,3.67572014,-0.765862069,-0.082639143,1125.799569
WINNESHIEK MEDICAL CENTER,DECORAH,IA,52101,WINNESHIEK,5633822911,4.173273365,1.114137931,0,2043.299569
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,51101,WOODBURY,7122792010,-8.959738535,-2.565862069,0.170777857,17.29956897
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,51104,WOODBURY,7122793500,-2.63481801,-1.625862069,0.337766857,-450.200431
IOWA SPECIALTY HOSPITAL - BELMOND,BELMOND,IA,50421,WRIGHT,6414443223,2.991054165,4.194137931,0,934.549569
IOWA SPECIALTY HOSPITAL-CLARION,CLARION,IA,50525,WRIGHT,5155322811,0.647822165,1.334137931,0,366.049569
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,83706,ADA,2083672121,-1.181749249,-1.298536585,0.102363733,-957.8597561
ST LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,83712,ADA,2083812222,4.267710726,-0.138536585,-0.147016267,-1561.109756
TREASURE VALLEY HOSPITAL,BOISE,ID,83704,ADA,2083735000,0.413175676,3.181463415,0.030799733,696.6402439
PORTNEUF MEDICAL CENTER,POCATELLO,ID,83201,BANNOCK,2082391446,0.205057751,-0.598536585,0.062586733,441.1402439
BEAR LAKE MEMORIAL HOSPITAL,MONTPELIER,ID,83254,BEAR LAKE,2088471630,-0.017151674,2.621463415,0,1000.890244
